1198-31086|Heading: nonXMLBody*R-ENDLINE**N-ENDLINE*An Unstructured Document must include a nonXMLBody component with a single text element. The text element can reference an external file using a reference element, or include unstructured content directly with a mediaType attribute. The nonXMLBody/text element also has a "compression" attribute that can be used to indicate that the unstructured content was compressed before being Base64Encoded. At a minimum, a compression value of "DF" for the deflate compression algorithm (RFC 1951 [URL:http://www.ietf.org/rfc/rfc1951.txt]) must be supported although it is not required that content be compressed.
1198-30810|Heading: sdtc:signatureText*R-ENDLINE**N-ENDLINE*The sdtc:signatureText extension provides a location in CDA for a textual or multimedia depiction of the signature by which the participant endorses and accepts responsibility for his or her participation in the Act as specified in the Participation.typeCode. Details of what goes in the field are described in the HL7 CDA Digital Signature Standard balloted in Fall 2013.
1098-32778|If nothing is appropriate for value, use an appropriate nullFlavor.
1198-29490|If targetSite/qualifierCode name/value pairs are used, care must be taken to avoid conflict with the SNOMED-CT body structure code used in observation/value.  SNOMED-CT body structure codes are often pre-coordinated with laterality.
1098-26459|If the problem is resolved, record the resolution date in effectiveTime/high. If the problem is known to be resolved but the resolution date is not known, use @nullFlavor="UNK". If the problem is not resolved, do not include the high element.
1098-26457|If the problem is resolved, record the resolution date in effectiveTime/high. If the problem is known to be resolved but the resolution date is not known, use @nullFlavor="UNK". If the problem is not resolved, do not include the high element.
1198-30570|In this template (templateId 2.16.840.1.113883.10.20.22.1.3.2), coded entries are optional.
1198-30518|In this template (templateId 2.16.840.1.113883.10.20.22.1.8.2), coded entries are optional.
1198-30617|In this template (templateId 2.16.840.1.113883.10.20.22.1.9.2), coded entries are optional
1098-9014|lotNumberText should be included if known. It may not be known for historical immunizations, planned immunizations, or refused/deferred immunizations.
1198-30940|The id element of the encompassingEncounter represents the identifier for the encounter. When the diagnostic imaging procedure is performed in the context of a hospital stay or an outpatient visit for which there is an Encounter Number, that number should be present as the ID of the encompassingEncounter.*R-ENDLINE**N-ENDLINE*The effectiveTime represents the time interval or point in time in which the encounter took place. The encompassing encounter might be that of the hospital or office visit in which the diagnostic imaging procedure was performed. If the effective time is unknown, a nullFlavor attribute can be used.
1198-8480|The main activity being described by a CCD is the provision of healthcare over a period of time. This is shown by setting the value of serviceEvent/@classCode to "PCPR" (care provision) and indicating the duration over which care was provided in serviceEvent/effectiveTime. Additional data from outside this duration may also be included if it is relevant to care provided during that time range (e.g., reviewed during the stated time range). *R-ENDLINE**N-ENDLINE*NOTE: Implementations originating a CCD should take care to discover what the episode of care being summarized is. For example, when a patient fills out a form providing relevant health history, the episode of care being documented might be from birth to the present. 
1198-30811|The sdtc:signatureText extension provides a location in CDA for a textual or multimedia depiction of the signature by which the participant endorses and accepts responsibility for his or her participation in the Act as specified in the Participation.typeCode. Details of what goes in the field are described in the HL7 CDA Digital Signature Standard balloted in Fall of 2013.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] sdtc:signatureText (CONF:1198-30811).*R-ENDLINE**N-ENDLINE*Note: The signature can be represented either inline or by reference according to the ED data type. Typical cases for CDA are:*R-ENDLINE**N-ENDLINE*1) Electronic signature: this attribute can represent virtually any electronic signature scheme.*R-ENDLINE**N-ENDLINE*2) Digital signature: this attribute can represent digital signatures by reference to a signature data block that is constructed in accordance to a digital signature standard, such as XML-DSIG, PKCS#7, PGP, etc.*R-ENDLINE**N-ENDLINE*
1198-31571|The serviceEvent in a Transfer Note contains the representation of providers who are wholly or partially responsible for the safety and well-being of a subject of care.
1198-31525|The statusCode of the Problem Concern Act is the definitive indication of the status of the concern, whereas the effectiveTime of the nested Problem Observation is the definitive indication of whether or not the underlying condition is resolved.
1198-32323|The translation may exist to map the code of EncounterTypeCode (2.16.840.1.113883.3.88.12.80.32) value set to the code of Encounter Planned (2.16.840.1.113883.11.20.9.52) value set.
1098-26456|The value of effectiveTime/low represents onset date.
1098-26458|The value of effectiveTime/low represents onset date.
1098-15921|This medication activity is intended to contain information about medications that were administered in response to an allergy reaction.
1098-15920|This procedure activity is intended to contain information about procedures that were performed in response to an allergy reaction.
1198-28704|Unless otherwise specified by the document specific header constraints, when participant/@typeCode is IND, associatedEntity/@classCode SHALL be selected from ValueSet 2.16.840.1.113883.11.20.9.33 INDRoleclassCodes STATIC 2011-09-30
