1198-7595|Heading: componentOf*R-ENDLINE**N-ENDLINE*The Progress Note is always associated with an encounter by the componentOf/encompassingEncounter element in the header. The effectiveTime element for an encompassingEncounter represents the time or time interval in which the encounter took place. A single encounter may contain multiple Progress Notes; hence the effectiveTime elements for a Progress Note (recorded in serviceEvent) and for an encounter (recorded in encompassingEncounter) represent different time intervals. For outpatient encounters that are a point in time, set effectiveTime/high, effectiveTime/low, and effectiveTime/@value to the same time. All visits take place at a specific location. When available, the location ID is included in the encompassingEncounter/location/healthCareFacility/id element.*R-ENDLINE**N-ENDLINE*SHALL contain exactly one [1..1] componentOf (CONF:1198-7595).
1198-5519|Heading: custodian*R-ENDLINE**N-ENDLINE*The custodian element represents the organization that is in charge of maintaining and is entrusted with the care of the document.*N-ENDLINE*There is only one custodian per CDA document. Allowing that a CDA document may not represent the original form of the authenticated document, the custodian represents the steward of the original source document. The custodian may be the document originator, a health information exchange, or other responsible party.*R-ENDLINE**N-ENDLINE*SHALL contain exactly one [1..1] custodian (CONF:1198-5519).
1198-5441|Heading: dataEnterer*R-ENDLINE**N-ENDLINE*The dataEnterer element represents the person who transferred the content, written or dictated, into the clinical document. To clarify, an author provides the content found within the header or body of a document, subject to their own interpretation; a dataEnterer adds an author's information to the electronic system.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] dataEnterer (CONF:1198-5441).
1198-7603|Heading: documentationOf*R-ENDLINE**N-ENDLINE*A documentationOf can contain a serviceEvent to further specialize the act inherent in the ClinicalDocument/code. In a Progress Note, a serviceEvent can represent the event of writing the Progress Note. The serviceEvent/effectiveTime is the time period the note documents.*R-ENDLINE**N-ENDLINE*SHOULD contain zero or one [0..1] documentationOf (CONF:1198-7603).
1198-8510|Heading: documentationOf*R-ENDLINE**N-ENDLINE*A serviceEvent is required in the Procedure Note to represent the main act, such as a colonoscopy or a cardiac stress study, being documented. It must be equivalent to or further specialize the value inherent in the ClinicalDocument/@code (such as where the ClinicalDocument/@code is simply "Procedure Note" and the procedure is "colonoscopy"), and it shall not conflict with the value inherent in the ClinicalDocument/@code, as such a conflict would create ambiguity. A serviceEvent/effectiveTime element indicates the time the actual event (as opposed to the encounter surrounding the event) took place. serviceEvent/effectiveTime may be represented two different ways in the Procedure Note. For accuracy to the second, the best method is effectiveTime/low together with effectiveTime/high. If a more general time, such as minutes or hours, is acceptable OR if the duration is unknown, an effectiveTime/low with a width element may be used. If the duration is unknown, the appropriate HL7 null value such as "NI" or "NA" must be used for the width element.*R-ENDLINE**N-ENDLINE*SHALL contain at least one [1..*] documentationOf (CONF:1198-8510) such that it
1198-8486|Heading: documentationOf*R-ENDLINE**N-ENDLINE*A serviceEvent represents the main act, such as a colonoscopy or an appendectomy, being documented. A serviceEvent can further specialize the act inherent in the ClinicalDocument/code, such as where the ClinicalDocument/code is simply "Surgical Operation Note" and the procedure is "Appendectomy." serviceEvent is required in the Operative Note and it must be equivalent to or further specialize the value inherent in the ClinicalDocument/code; it shall not conflict with the value inherent in the ClinicalDocument/code, as such a conflict would create ambiguity. serviceEvent/effectiveTime can be used to indicate the time the actual event (as opposed to the encounter surrounding the event) took place. If the date and the duration of the procedure is known, serviceEvent/effectiveTime/low is used with a width element that describes the duration; no high element is used. However, if only the date is known, the date is placed in both the low and high elements.*R-ENDLINE**N-ENDLINE*SHALL contain at least one [1..*] documentationOf (CONF:1198-8486).
1198-8416|Heading: documentationOf*R-ENDLINE**N-ENDLINE*Each serviceEvent indicates an imaging procedure that the provider describes and interprets in the content of the DIR. The main activity being described by this document is the interpretation of the imaging procedure. This is shown by setting the value of the @classCode attribute of the serviceEvent element to ACT, and indicating the duration over which care was provided in the effectiveTime element. Within each documentationOf element, there is one serviceEvent element. This event is the unit imaging procedure corresponding to a billable item. The type of imaging procedure may be further described in the serviceEvent/code element. This guide makes no specific recommendations about the vocabulary to use for describing this event. In IHE Scheduled Workflow environments, one serviceEvent/id element contains the DICOM Study Instance UID from the Modality Worklist, and the second serviceEvent/id element contains the DICOM Requested Procedure ID from the Modality Worklist. These two ids are in a single serviceEvent. The effectiveTime for the serviceEvent covers the duration of the imaging procedure being reported. This event should have one or more performers, which may participate at the same or different periods of time. Service events map to DICOM Requested Procedures. That is, serviceEvent/id is the ID of the Requested Procedure.*R-ENDLINE**N-ENDLINE*SHALL contain exactly one [1..1] documentationOf (CONF:1198-8416) such that it
1198-8452|Heading: documentationOf*R-ENDLINE**N-ENDLINE*The documentationOf relationship in a Continuity Care Document contains the representation of providers who are wholly or partially responsible for the safety and well-being of a subject of care.*R-ENDLINE**N-ENDLINE*SHALL contain exactly one [1..1] documentationOf (CONF:1198-8452).
1198-31901|Heading: documentationOf*R-ENDLINE**N-ENDLINE*The serviceEvent describes the provision of healthcare over a period of time. The duration over which care was provided is indicated in serviceEvent/effectiveTime. Additional data from outside this duration may also be included if it is relevant to care provided during that time range (e.g., reviewed during the stated time range).*R-ENDLINE**N-ENDLINE*SHALL contain exactly one [1..1] documentationOf (CONF:1198-31901) such that it
1198-31355|Heading: informant*R-ENDLINE**N-ENDLINE*The informant element describes an information source (who is not a provider) for any content within the clinical document. This informant would be used when the source of information has a personal relationship with the patient or is the patient.*N-ENDLINE**N-ENDLINE**R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] informant (CONF:1198-31355) such that it
1198-8001|Heading: informant*R-ENDLINE**N-ENDLINE*The informant element describes an information source for any content within the clinical document. This informant is constrained for use when the source of information is an assigned health care provider for the patient.*N-ENDLINE**N-ENDLINE**R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] informant (CONF:1198-8001) such that it
1198-5565|Heading: informationRecipient*R-ENDLINE**N-ENDLINE*The informationRecipient element records the intended recipient of the information at the time the document was created. In cases where the intended recipient of the document is the patient's health chart, set the receivedOrganization to the scoping organization for that chart.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] informationRecipient (CONF:1198-5565).
1198-30936|Heading: inFulfillmentOf*R-ENDLINE**N-ENDLINE*An inFulfillmentOf element represents the Placer Order that is either a group of orders (modeled as PlacerGroup in the Placer Order RMIM of the Orders & Observations domain) or a single order item (modeled as ObservationRequest in the same RMIM). This optionality reflects two major approaches to the grouping of procedures as implemented in the installed base of imaging information systems. These approaches differ in their handling of grouped procedures and how they are mapped to identifiers in the Digital Imaging and Communications in Medicine (DICOM) image and structured reporting data. The example of a CT examination covering chest, abdomen, and pelvis will be used in the discussion below. In the IHE Scheduled Workflow model, the Chest CT, Abdomen CT, and Pelvis CT each represent a Requested Procedure, and all three procedures are grouped under a single Filler Order. The Filler Order number maps directly to the DICOM Accession Number in the DICOM imaging and report data. A widely deployed alternative approach maps the requested procedure identifiers directly to the DICOM Accession Number. The Requested Procedure ID in such implementations may or may not be different from the Accession Number, but is of little identifying importance because there is only one Requested Procedure per Accession Number. There is no identifier that formally connects the requested procedures ordered in this group.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] inFulfillmentOf (CONF:1198-30936).
1198-8336|Heading: inFulfillmentOf*R-ENDLINE**N-ENDLINE*inFulfillmentOf elements describe the prior orders that are fulfilled (in whole or part) by the service events described in this document. For example, the prior order might be a referral and the H&P Note may be in partial fulfillment of that referral.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] inFulfillmentOf (CONF:1198-8336).
1198-8382|Heading: inFulfillmentOf*R-ENDLINE**N-ENDLINE*The inFulfillmentOf element describes prior orders that are fulfilled (in whole or part) by the service events described in the Consultation Note. For example, a prior order might be the consultation that is being reported in the note.*R-ENDLINE**N-ENDLINE*SHALL contain at least one [1..*] inFulfillmentOf (CONF:1198-8382).
1198-9952|Heading: inFulfillmentOf*R-ENDLINE**N-ENDLINE*The inFulfillmentOf element represents orders that are fulfilled by this document such as a radiologists' report of an x-ray.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] inFulfillmentOf (CONF:1198-9952).
1198-5579|Heading: legalAuthenticator*R-ENDLINE**N-ENDLINE*The legalAuthenticator identifies the single person legally responsible for the document and must be present if the document has been legally authenticated. A clinical document that does not contain this element has not been legally authenticated.*N-ENDLINE*The act of legal authentication requires a certain privilege be granted to the legal authenticator depending upon local policy. Based on local practice, clinical documents may be released before legal authentication.  *N-ENDLINE*All clinical documents have the potential for legal authentication, given the appropriate credentials.*N-ENDLINE*Local policies MAY choose to delegate the function of legal authentication to a device or system that generates the clinical document. In these cases, the legal authenticator is a person accepting responsibility for the document, not the generating device or system.*N-ENDLINE*Note that the legal authenticator, if present, must be a person.*R-ENDLINE**N-ENDLINE*SHOULD contain zero or one [0..1] legalAuthenticator (CONF:1198-5579).
1198-31656|Heading: participant (This participant represents the person to contact for questions about the consult summary. This call back contact individual may be a different person than the individual(s) identified in the author or legalAuthenticator participant.)*R-ENDLINE**N-ENDLINE*SHOULD contain zero or more [0..*] participant (CONF:1198-31656) such that it
1198-8414|Heading: participant*R-ENDLINE**N-ENDLINE*If participant is present, the associatedEntity/associatedPerson element SHALL be present and SHALL represent the physician requesting the imaging procedure (the referring physician AssociatedEntity that is the target of ClincalDocument/participant@typeCode=REF).*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] participant (CONF:1198-8414) such that it
1198-10003|Heading: participant*R-ENDLINE**N-ENDLINE*The participant element identifies supporting entities, including parents, relatives, caregivers, insurance policyholders, guarantors, and others related in some way to the patient. *N-ENDLINE*A supporting person or organization is an individual or an organization with a relationship to the patient. A supporting person who is playing multiple roles would be recorded in multiple participants (e.g., emergency contact and next-of-kin).*N-ENDLINE**R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] participant (CONF:1198-10003) such that it
1198-8467|Heading: participant*R-ENDLINE**N-ENDLINE*The participant element in the Discharge Summary header follows the General Header Constraints for participants. Discharge Summary does not specify any use for functionCode for participants. Local policies will determine how this element should be used in implementations.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] participant (CONF:1198-8467).
1198-8286|Heading: participant*R-ENDLINE**N-ENDLINE*The participant element in the H&P header follows the General Header Constraints for participants. H&P Note does not specify any use for functionCode for participants. Local policies will determine how this element should be used in implementations.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] participant (CONF:1198-8286).
1198-8504|Heading: participant*R-ENDLINE**N-ENDLINE*The participant element in the Procedure Note header follows the General Header Constraints for participants.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] participant (CONF:1198-8504) such that it
1198-5266|Heading: recordTarget*R-ENDLINE**N-ENDLINE*The recordTarget records the administrative and demographic data of the patient whose health information is described by the clinical document; each recordTarget must contain at least one patientRole element*R-ENDLINE**N-ENDLINE*SHALL contain at least one [1..*] recordTarget (CONF:1198-5266).
1198-8432|Heading: relatedDocument*R-ENDLINE**N-ENDLINE*A DIR may have three types of parent document:  A superseded version that the present document wholly replaces (typeCode = RPLC). DIRs may go through stages of revision prior to being legally authenticated. Such early stages may be drafts from transcription, those created by residents, or other preliminary versions. Policies not covered by this specification may govern requirements for retention of such earlier versions. Except for forensic purposes, the latest version in a chain of revisions represents the complete and current report. An original version that the present document appends (typeCode = APND). When a DIR is legally authenticated, it can be amended by a separate addendum document that references the original.  A source document from which the present document is transformed (typeCode = XFRM). A DIR may be created by transformation from a DICOM Structured Report (SR) document or from another DIR. An example of the latter case is the creation of a derived document for inclusion of imaging results in a clinical document.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] relatedDocument (CONF:1198-8432).
1198-30235|If section/@nullFlavor is not present *R-ENDLINE**N-ENDLINE*
1098-7895|If section/@nullFlavor is not present *R-ENDLINE**N-ENDLINE*
1098-10116|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1098-7572|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-30768|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-7112|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-7276|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-7531|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-7826|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-8709|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-9019|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
1198-9183|If section/@nullFlavor is not present:*R-ENDLINE**N-ENDLINE*
4515-30995|If the author is the recordTarget (patient), this is a patient goal.  If the author is a provider, this is a provider goal. If both patient and provider are authors, this is a negotiated goal. If no author is present, it is assumed the document or section author(s) is the author of this goal.*R-ENDLINE**N-ENDLINE*
1198-9050|If the problem is known to be resolved, but the date of resolution is not known, then the high element **SHALL** be present, and the nullFlavor attribute **SHALL** be set to 'UNK'. Therefore, the existence of a high element within a problem does indicate that the problem has been resolved.*R-ENDLINE**N-ENDLINE*
4515-9050|If the problem is known to be resolved, but the date of resolution is not known, then the high element **SHALL** be present, and the nullFlavor attribute **SHALL** be set to 'UNK'. Therefore, the existence of a high element within a problem does indicate that the problem has been resolved.*R-ENDLINE**N-ENDLINE*
1198-8838|In "INT" (intent) mood, the repeatNumber defines the number of allowed administrations. For example, a repeatNumber of "3" means that the substance can be administered up to 3 times. In "EVN" (event) mood, the repeatNumber is the number of occurrences. For example, a repeatNumber of "3" in a substance administration event means that the current administration is the 3rd in a series.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] repeatNumber (CONF:1198-8838).
1098-7555|In "INT" (intent) mood, the repeatNumber defines the number of allowed administrations. For example, a repeatNumber of "3" means that the substance can be administered up to 3 times. In "EVN" (event) mood, the repeatNumber is the number of occurrences. For example, a repeatNumber of "3" in a substance administration event means that the current administration is the 3rd in a series.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] repeatNumber (CONF:1098-7555).
1098-7457|In "INT" (intent) mood, the repeatNumber defines the number of allowed administrations. For example, a repeatNumber of "3" means that the substance can be administered up to 3 times. In "EVN" (event) mood, the repeatNumber is the number of occurrences. For example, a repeatNumber of "3" in a substance administration event means that the current administration is the 3rd in a series.*R-ENDLINE**N-ENDLINE*SHOULD contain zero or one [0..1] repeatNumber (CONF:1098-7457).
1098-7434|In "INT" (intent) mood, the repeatNumber defines the number of allowed administrations. For example, a repeatNumber of "3" means that the substance can be administered up to 3 times. In "EVN" (event) mood, the repeatNumber is the number of occurrences. For example, a repeatNumber of "3" in a substance administration event means that the current administration is the 3rd in a series.*R-ENDLINE**N-ENDLINE*SHOULD contain zero or one [0..1] repeatNumber (CONF:1098-7434).
1198-28694|In a patient authored document, the legalAuthenticator identifies the single person legally responsible for the document and must be present if the document has been legally authenticated. (Note that per the following section, there may also be one or more document authenticators.) *N-ENDLINE*Based on local practice, patient authored documents may be provided without legal authentication. This implies that a patient authored document that does not contain this element has not been legally authenticated.*N-ENDLINE*The act of legal authentication requires a certain privilege be granted to the legal authenticator depending upon local policy. All patient documents have the potential for legal authentication, given the appropriate legal authority.*N-ENDLINE*Local policies MAY choose to delegate the function of legal authentication to a device or system that generates the document. In these cases, the legal authenticator is the person accepting responsibility for the document, not the generating device or system.*N-ENDLINE*Note that the legal authenticator, if present, must be a person.*N-ENDLINE**R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] legalAuthenticator (CONF:1198-28694).
1098-32066|In a Planned Medication Activity, repeatNumber defines the number of allowed administrations. For example, a repeatNumber of "3" means that the substance can be administered up to 3 times. *R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] repeatNumber (CONF:1098-32066).
1098-32043|In a planned observation the provider may suggest that an observation should be performed using a particular method.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] methodCode (CONF:1098-32043).
1098-31980|In a planned procedure the provider may suggest that a procedure should be performed using a particular method.*N-ENDLINE**N-ENDLINE*MethodCode *SHALL NOT* conflict with the method inherent in Procedure / code.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] methodCode (CONF:1098-31980).
4515-31980|In a planned procedure the provider may suggest that a procedure should be performed using a particular method.*N-ENDLINE**N-ENDLINE*MethodCode *SHALL NOT* conflict with the method inherent in Procedure / code.*R-ENDLINE**N-ENDLINE*MAY contain zero or more [0..*] methodCode (CONF:4515-31980).
1098-32063|In a Planned Supply, repeatNumber indicates the number of times the supply event can occur. For example, if a medication is filled at a pharmacy and the prescription may be refilled 3 more times, the supply RepeatNumber equals 4.*R-ENDLINE**N-ENDLINE*MAY contain zero or one [0..1] repeatNumber (CONF:1098-32063).
1098-7683|In the case of an implanted medical device, targetSiteCode is used to record the location of the device, in or on the patient's body.*R-ENDLINE**N-ENDLINE*SHOULD contain zero or more [0..*] targetSiteCode, which SHALL be selected from ValueSet Body Site Value Set urn:oid:2.16.840.1.113883.3.88.12.3221.8.9 DYNAMIC (CONF:1098-7683).
4515-7683|In the case of an implanted medical device, targetSiteCode is used to record the location of the device, in or on the patient's body.*R-ENDLINE**N-ENDLINE*SHOULD contain zero or more [0..*] targetSiteCode, which SHALL be selected from ValueSet Body Site Value Set urn:oid:2.16.840.1.113883.3.88.12.3221.8.9 DYNAMIC (CONF:4515-7683).
4515-14|Observation/value Interval Time Stamp holds the time range the Care Team Member participated on the Care Team of the patient.*R-ENDLINE**N-ENDLINE*
1098-30442|Performers represent clinicians who are responsible for assessing and treating the patient.*R-ENDLINE**N-ENDLINE*
1198-14833|Preferred code is 18748-4 LOINC Diagnostic Imaging Report*R-ENDLINE**N-ENDLINE*
1098-31032|Records the type of encounter ordered or recommended.*R-ENDLINE**N-ENDLINE*
1098-13937|referenceRange could be used to represent normal or expected capability for the function being evaluated.*R-ENDLINE**N-ENDLINE*
4515-14445|Represents clinically effective time of the measurement, which may be when the measurement was performed (e.g., a BP measurement), or may be when sample was taken (and measured some time afterwards) *R-ENDLINE**N-ENDLINE*
4515-14637|Such derivation expression can contain a text calculation of how the components total up to the summed score *R-ENDLINE**N-ENDLINE*
1198-28477|The author element represents the creator of the clinical document.  The author may be a device, or a person. The person is the patient or the patient's advocate.*R-ENDLINE**N-ENDLINE*
1098-32020|The author in a planned act represents the clinician who is requesting or planning the act.*R-ENDLINE**N-ENDLINE*
1098-32045|The author in a planned encounter represents the clinician who is requesting or planning the encounter.*R-ENDLINE**N-ENDLINE*
1098-32046|The author in a planned medication activity represents the clinician who is requesting or planning the medication activity.*R-ENDLINE**N-ENDLINE*
1098-32033|The author in a planned observation represents the clinician who is requesting or planning the observation.*R-ENDLINE**N-ENDLINE*
1098-31979|The author in a planned procedure represents the clinician who is requesting or planning the procedure.*R-ENDLINE**N-ENDLINE*
4515-31979|The author in a planned procedure represents the clinician who is requesting or planning the procedure.*R-ENDLINE**N-ENDLINE*
1098-31129|The author in a supply represents the clinician who is requesting or planning the supply.*R-ENDLINE**N-ENDLINE*
1098-30435|The clinician who is expected to carry out the act could be identified using act/performer. *R-ENDLINE**N-ENDLINE*
1098-30470|The clinician who is expected to perform the medication activity could be identified using substanceAdministration/performer. *R-ENDLINE**N-ENDLINE*
1098-30456|The clinician who is expected to perform the observation could be identified using procedure/performer. *R-ENDLINE**N-ENDLINE*
1098-30449|The clinician who is expected to perform the procedure could be identified using procedure/performer. *R-ENDLINE**N-ENDLINE*
4515-30449|The clinician who is expected to perform the procedure could be identified using procedure/performer. *R-ENDLINE**N-ENDLINE*
1098-32048|The clinician who is expected to perform the supply could be identified using supply/performer. *R-ENDLINE**N-ENDLINE*
1198-14378|The code selected indicates the category that groups the contained mental status observations (e.g., communication, learning and applying knowledge).*R-ENDLINE**N-ENDLINE*
1098-14364|The code selected should indicate the category that groups the contained functional status evaluation observations (e.g., mobility, self-care, communication).*R-ENDLINE**N-ENDLINE*
1198-17176|The Consultation Note recommends use of  the document type code 11488-4 "Consult Note", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type.*R-ENDLINE**N-ENDLINE*
1198-28685|The custodian element represents the organization or person that is in charge of maintaining the document. The custodian is the steward that is entrusted with the care of the document. Every CDA document has exactly one custodian. The custodian participation satisfies the CDA definition of Stewardship. Because CDA is an exchange standard and may not represent the original form of the authenticated document (e.g., CDA could include scanned copy of original), the custodian represents the steward of the original source document. The custodian may be the document originator, a health information exchange, or other responsible party. Also, the custodian may be the patient or an organization acting on behalf of the patient, such as a PHR organization.*R-ENDLINE**N-ENDLINE*
1198-28678|The dataEnterer element represents the person who transferred the content, written or dictated by someone else, into the clinical document. The guiding rule of thumb is that an author provides the content found within the header or body of the document, subject to their own interpretation, and the dataEnterer adds that information to the electronic system. In other words, a dataEnterer transfers information from one source to another (e.g., transcription from paper form to electronic system). If the dataEnterer is missing, this role is assumed to be played by the author.*R-ENDLINE**N-ENDLINE*
1198-17178|The Discharge Summary recommends use of a single document type code, 18842-5 "Discharge summary", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type. *R-ENDLINE**N-ENDLINE*
1098-30433|The effectiveTime in a planned act represents the time that the act should occur.*R-ENDLINE**N-ENDLINE*
1098-30468|The effectiveTime in a planned medication activity represents the time that the medication activity should occur.*R-ENDLINE**N-ENDLINE*
1098-32943|The effectiveTime in a planned medication activity represents the time that the medication activity should occur.*R-ENDLINE**N-ENDLINE*
1098-30454|The effectiveTime in a planned observation represents the time that the observation should occur.*R-ENDLINE**N-ENDLINE*
1098-30447|The effectiveTime in a planned procedure represents the time that the procedure should occur.*R-ENDLINE**N-ENDLINE*
4515-30447|The effectiveTime in a planned procedure represents the time that the procedure should occur.*R-ENDLINE**N-ENDLINE*
1098-30459|The effectiveTime in a planned supply represents the time that the supply should occur.*R-ENDLINE**N-ENDLINE*
1198-32424|The effectiveTime is an interval that spans the effectiveTimes of the contained mental status observations. Because all contained mental status observations have a required time stamp, it is not required that this effectiveTime be populated.*R-ENDLINE**N-ENDLINE*
4515-146|The following components represent the reasons for the existence of the care team.*N-ENDLINE*These entry references are typically a health concern, risk concern or problem but can also be some other entry present in the document.*N-ENDLINE**R-ENDLINE**N-ENDLINE*
1098-32024|The following entryRelationship captures any instructions associated with the planned act.*R-ENDLINE**N-ENDLINE*
1098-32072|The following entryRelationship captures any instructions associated with the planned medication activity.*R-ENDLINE**N-ENDLINE*
1098-32037|The following entryRelationship captures any instructions associated with the planned observation.*R-ENDLINE**N-ENDLINE*
1098-31985|The following entryRelationship captures any instructions associated with the planned procedure.*R-ENDLINE**N-ENDLINE*
4515-31985|The following entryRelationship captures any instructions associated with the planned procedure.*R-ENDLINE**N-ENDLINE*
1098-32057|The following entryRelationship captures any instructions associated with the planned supply.*R-ENDLINE**N-ENDLINE*
1098-31877|The following entryRelationship captures the reason for the planned or ordered encounter*R-ENDLINE**N-ENDLINE*
1198-31510|The following entryRelationship is used to indicate a given immunization's order in a series. The nested Substance Administered Act identifies an administration in the series. The entryRelationship/sequenceNumber shows the order of this particular administration in that series.*R-ENDLINE**N-ENDLINE*
